,Site,mois,Année,Date,E.coli ,E.coli_qualite,°C,ppt,%,pH
4289,B1,11,2005,11/21/2005,0,Bonne,17.33,39.1,106.7,8.09
4290,B2,11,2005,11/21/2005,0,Bonne,17.92,38.3,96.1,8.08
4291,B3,11,2005,11/21/2005,0,Bonne,18.08,38.36,95.8,8.09
4293,B4,11,2005,11/21/2005,0,Bonne,16.87,38.5,104.4,8.09
4294,B5,11,2005,11/21/2005,0,Bonne,17.82,38.37,101,8.08
4295,B6,11,2005,11/21/2005,10,Bonne,17.88,38.46,99.6,8.07
4305,B1,12,2005,12/19/2005,43,Bonne,14.67,38.02,95,8.07
4306,B2,12,2005,12/19/2005,43,Bonne,14.18,38.03,94.1,8.06
4307,B3,12,2005,12/19/2005,110,Moyenne,14.5,38.02,95.5,8.06
4309,B4,12,2005,12/19/2005,87,Bonne,14.58,38.02,93.7,8.06
4310,B5,12,2005,12/19/2005,32,Bonne,14.16,38.04,95.4,8.06
4311,B6,12,2005,12/19/2005,53,Bonne,14.31,38.04,93.9,8.05
4321,B1,2,2006,2/2/2006,0,Bonne,12.79,38.03,107,6.17
4322,B2,2,2006,2/2/2006,0,Bonne,12.71,38.07,105.3,6.21
4323,B3,2,2006,2/2/2006,0,Bonne,12.65,38.06,103.7,6.19
4325,B4,2,2006,2/2/2006,10,Bonne,12.64,38.05,103.1,6.16
4326,B5,2,2006,2/2/2006,0,Bonne,14.44,36.46,97.4,6.2
4327,B6,2,2006,2/2/2006,0,Bonne,12.63,38.21,103.6,6.17
4337,B1,3,2006,3/13/2006,0,Bonne,12.45,38.35,105,6.27
4338,B2,3,2006,3/13/2006,0,Bonne,12.43,38.4,109.1,6.28
4339,B3,3,2006,3/13/2006,0,Bonne,12.35,38.41,105.4,6.29
4341,B4,3,2006,3/13/2006,0,Bonne,12.48,38.38,104.6,6.25
4342,B5,3,2006,3/13/2006,0,Bonne,12.16,38.41,104.8,6.28
4343,B6,3,2006,3/13/2006,0,Bonne,12.35,38.41,107.9,6.29
4353,B1,4,2006,4/24/2006,0,Bonne,15.51,37.72,105.1,7.9
4354,B2,4,2006,4/24/2006,0,Bonne,15.62,37.72,104.2,7.89
4355,B3,4,2006,4/24/2006,0,Bonne,15.74,37.7,104.4,7.9
4357,B4,4,2006,4/24/2006,0,Bonne,15.55,37.69,106.3,7.92
4358,B5,4,2006,4/24/2006,0,Bonne,15.51,37.74,104.3,7.9
4359,B6,4,2006,4/24/2006,0,Bonne,15.54,37.69,104.8,7.92
4369,B1,5,2006,5/3/2006,0,Bonne,17.16,37.84,99.9,7.91
4370,B2,5,2006,5/3/2006,0,Bonne,17.2,37.92,103.7,7.93
4371,B3,5,2006,5/3/2006,0,Bonne,17.16,37.93,92.2,7.88
4373,B4,5,2006,5/3/2006,0,Bonne,17.04,37.9,103.8,7.91
4374,B5,5,2006,5/3/2006,0,Bonne,17.12,37.93,99.2,7.9
4375,B6,5,2006,5/3/2006,0,Bonne,17.15,37.95,100.6,7.88
4385,B1,5,2006,5/8/2006,0,Bonne,17.39,37.97,106.5,7.95
4386,B2,5,2006,5/8/2006,32,Bonne,17.27,37.96,96.1,7.91
4387,B3,5,2006,5/8/2006,0,Bonne,17.34,37.91,103.7,7.94
4389,B4,5,2006,5/8/2006,0,Bonne,17.38,38.03,109.2,7.95
4390,B5,5,2006,5/8/2006,0,Bonne,17.24,38,95.6,7.91
4391,B6,5,2006,5/8/2006,0,Bonne,17.34,37.99,99.2,7.92
4401,B1,5,2006,5/15/2006,10,Bonne,17.77,37.92,106,7.92
4402,B2,5,2006,5/15/2006,0,Bonne,17.99,38.01,92.6,7.88
4403,B3,5,2006,5/15/2006,0,Bonne,17.93,37.93,104.5,7.92
4405,B4,5,2006,5/15/2006,10,Bonne,17.95,37.96,112.3,7.95
4406,B5,5,2006,5/15/2006,0,Bonne,17.9,38.03,103.2,7.9
4407,B6,5,2006,5/15/2006,0,Bonne,17.69,38.09,94.8,7.87
4417,B1,5,2006,5/22/2006,0,Bonne,18.99,38.05,110,8.19
4418,B2,5,2006,5/22/2006,0,Bonne,19.3,38.08,109,8.21
4419,B3,5,2006,5/22/2006,0,Bonne,19.03,38.06,108.8,8.2
4421,B4,5,2006,5/22/2006,0,Bonne,18.94,38.08,109.9,8.14
4422,B5,5,2006,5/22/2006,0,Bonne,19.02,38.06,108.6,8.22
4423,B6,5,2006,5/22/2006,0,Bonne,19.01,38.07,109.2,8.2
4433,B1,5,2006,5/29/2006,0,Bonne,21.14,37.77,98.3,8.01
4434,B2,5,2006,5/29/2006,10,Bonne,21.25,37.89,85,7.92
4435,B3,5,2006,5/29/2006,0,Bonne,21.2,37.68,96.5,8
4437,B4,5,2006,5/29/2006,0,Bonne,21.17,38.01,103.7,8.13
4438,B5,5,2006,5/29/2006,0,Bonne,21.19,37.96,84,7.96
4439,B6,5,2006,5/29/2006,0,Bonne,21.12,37.98,88.6,8.01
4449,B1,6,2006,6/6/2006,0,Bonne,18.57,37.82,60.9,8.31
4450,B2,6,2006,6/6/2006,0,Bonne,18.66,37.78,59.7,8.32
4451,B3,6,2006,6/6/2006,0,Bonne,18.8,37.88,60.1,8.29
4453,B4,6,2006,6/6/2006,0,Bonne,18.61,37.93,62.5,8.33
4454,B5,6,2006,6/6/2006,0,Bonne,18.57,37.88,61.4,8.33
4455,B6,6,2006,6/6/2006,0,Bonne,18.59,37.88,64.7,8.19
4465,B1,6,2006,6/12/2006,0,Bonne,20.2,37.97,94.2,8.05
4466,B2,6,2006,6/12/2006,10,Bonne,20.33,37.97,86.1,8.02
4467,B3,6,2006,6/12/2006,0,Bonne,20.11,37.99,89.2,8.03
4469,B4,6,2006,6/12/2006,0,Bonne,20.16,37.99,98.9,8.05
4470,B5,6,2006,6/12/2006,0,Bonne,20.36,37.99,90,8.02
4471,B6,6,2006,6/12/2006,0,Bonne,20.14,37.99,96.2,8.07
4481,B1,6,2006,6/19/2006,0,Bonne,20.52,38.02,99.2,8.09
4482,B2,6,2006,6/19/2006,32,Bonne,20.62,37.93,99.3,8.06
4483,B3,6,2006,6/19/2006,21,Bonne,20.51,37.94,98.8,8.07
4485,B4,6,2006,6/19/2006,0,Bonne,20.58,38,101.5,8.08
4486,B5,6,2006,6/19/2006,0,Bonne,20.51,38.1,97.3,8.07
4487,B6,6,2006,6/19/2006,0,Bonne,20.57,38.1,95.9,8.08
4497,B1,6,2006,6/27/2006,10,Bonne,23.35,37.87,91.6,8.19
4498,B2,6,2006,6/27/2006,0,Bonne,23.53,37.96,76.5,7.77
4499,B3,6,2006,6/27/2006,32,Bonne,23.34,37.95,88.5,8.71
4501,B4,6,2006,6/27/2006,32,Bonne,23.24,37.99,90.9,9.85
4502,B5,6,2006,6/27/2006,0,Bonne,23.39,38.09,80.2,8.38
4503,B6,6,2006,6/27/2006,0,Bonne,23.34,38.01,85.8,9.3
4513,B1,7,2006,7/3/2006,0,Bonne,25.04,37.89,87.8,9.24
4514,B2,7,2006,7/3/2006,21,Bonne,25.2,37.93,76.8,8.31
4515,B3,7,2006,7/3/2006,10,Bonne,25.23,37.87,91,8.25
4517,B4,7,2006,7/3/2006,0,Bonne,25.04,37.84,96.5,9.25
4518,B5,7,2006,7/3/2006,10,Bonne,25.14,37.83,86.4,8.79
4519,B6,7,2006,7/3/2006,0,Bonne,25.24,37.83,93,8.38
4529,B1,7,2006,7/10/2006,0,Bonne,24.52,37.81,82.7,8.11
4530,B2,7,2006,7/10/2006,65,Bonne,24.61,37.89,76.4,8.04
4531,B3,7,2006,7/10/2006,10,Bonne,24.65,37.72,81.9,8.04
4533,B4,7,2006,7/10/2006,0,Bonne,24.72,37.6,92.6,10.72
4534,B5,7,2006,7/10/2006,10,Bonne,24.51,37.82,82.2,8.02
4535,B6,7,2006,7/10/2006,0,Bonne,24.66,37.86,80.3,8.07
4545,B1,7,2006,7/17/2006,0,Bonne,26.1933333333333,37.8966666666667,81.3333333333333,7.94
4546,B2,7,2006,7/17/2006,0,Bonne,26.355,37.865,54.7,8.565
4547,B3,7,2006,7/17/2006,0,Bonne,26.19,37.8933333333333,66.8333333333333,7.84
4549,B4,7,2006,7/17/2006,0,Bonne,26.16,37.8833333333333,88.0666666666667,7.96
4550,B5,7,2006,7/17/2006,0,Bonne,26.2033333333333,37.8966666666667,68.8,8.03
4551,B6,7,2006,7/17/2006,0,Bonne,26.16,37.8933333333333,75.1666666666667,8.02
4561,B1,7,2006,7/24/2006,0,Bonne,27.422,38.29,86.08,8.03
4562,B2,7,2006,7/24/2006,76,Bonne,27.46,38.25,65.9,8.0025
4563,B3,7,2006,7/24/2006,10,Bonne,27.45,38.33,85.95,7.96333333333333
4565,B4,7,2006,7/24/2006,10,Bonne,27.43,38.28,70.1333333333333,8.085
4566,B5,7,2006,7/24/2006,10,Bonne,27.4175,38.32,69.35,8.022
4567,B6,7,2006,7/24/2006,0,Bonne,27.51,38.36,63.95,7.97833333333333
4577,B1,7,2006,7/31/2006,10,Bonne,27.1166666666667,38.61,84.4333333333333,0
4578,B2,7,2006,7/31/2006,32,Bonne,27.1475,38.57,67.875,0
4579,B3,7,2006,7/31/2006,0,Bonne,27.1833333333333,38.57,90.8,0
4581,B4,7,2006,7/31/2006,0,Bonne,27.1733333333333,38.64,71.6666666666667,0
4582,B5,7,2006,7/31/2006,21,Bonne,27.22,38.69,66.35,0
4583,B6,7,2006,7/31/2006,32,Bonne,27.2025,38.66,74.925,0
4593,B1,8,2006,8/7/2006,10,Bonne,24.31,38.4,101.6,0
4594,B2,8,2006,8/7/2006,0,Bonne,24.33,38.5,91.9,0
4595,B3,8,2006,8/7/2006,0,Bonne,24.29,38.34,98.4,0
4597,B4,8,2006,8/7/2006,10,Bonne,24.24,38.3,101,0
4598,B5,8,2006,8/7/2006,0,Bonne,24.24,38.47,98.5,0
4599,B6,8,2006,8/7/2006,0,Bonne,24.24,38.38,96.6,0
4609,B1,8,2006,8/16/2006,0,Bonne,23.6366666666667,38.4866666666667,78.8,0
4610,B2,8,2006,8/16/2006,0,Bonne,23.6,38.455,74.9,0
4611,B3,8,2006,8/16/2006,10,Bonne,23.61,38.47,76.8,0
4613,B4,8,2006,8/16/2006,0,Bonne,23.5866666666667,38.4633333333333,76.6666666666667,0
4614,B5,8,2006,8/16/2006,0,Bonne,23.54,38.46,79.8333333333333,0
4615,B6,8,2006,8/16/2006,10,Bonne,23.5766666666667,38.4466666666667,78.0333333333333,0
4625,B1,8,2006,8/21/2006,0,Bonne,23.8633333333333,38.3666666666667,90.4,0
4626,B2,8,2006,8/21/2006,21,Bonne,24.0433333333333,38.3533333333333,84.3,0
4627,B3,8,2006,8/21/2006,0,Bonne,23.94,38.3633333333333,85.6333333333333,0
4629,B4,8,2006,8/21/2006,0,Bonne,23.82,38.4133333333333,88.3666666666667,0
4630,B5,8,2006,8/21/2006,0,Bonne,23.9133333333333,38.4133333333333,96.4333333333333,0
4631,B6,8,2006,8/21/2006,0,Bonne,23.9,38.36,81.8,0
4641,B1,8,2006,8/28/2006,10,Bonne,23.4933333333333,38.4766666666667,83.5666666666667,7.97
4642,B2,8,2006,8/28/2006,0,Bonne,23.45,38.46,70.2,7.84333333333333
4643,B3,8,2006,8/28/2006,0,Bonne,23.4133333333333,38.4666666666667,79.7,7.9
4645,B4,8,2006,8/28/2006,0,Bonne,23.47,38.4766666666667,90.8,8.06
4646,B5,8,2006,8/28/2006,21,Bonne,23.5433333333333,38.46,77.6,7.90666666666667
4647,B6,8,2006,8/28/2006,0,Bonne,23.5133333333333,38.5033333333333,69.6333333333333,7.92
4657,B1,9,2006,9/4/2006,0,Bonne,22.87,38.51,71.1,8.68
4658,B2,9,2006,9/4/2006,10,Bonne,22.7866666666667,38.4266666666667,60.4666666666667,8.62666666666667
4659,B3,9,2006,9/4/2006,10,Bonne,22.8933333333333,38.5066666666667,85,8.77
4661,B4,9,2006,9/4/2006,32,Bonne,22.8466666666667,38.5366666666667,81.6,8.71333333333333
4662,B5,9,2006,9/4/2006,10,Bonne,22.8666666666667,38.53,72.7666666666667,8.63666666666667
4663,B6,9,2006,9/4/2006,32,Bonne,22.82,38.5433333333333,76.2333333333333,8.67666666666667
4673,B1,9,2006,9/11/2006,0,Bonne,23.04,38.53,93.5333333333333,8.25
4674,B2,9,2006,9/11/2006,0,Bonne,23.01,38.4966666666667,69.4333333333333,8.10666666666667
4675,B3,9,2006,9/11/2006,10,Bonne,23.06,38.4566666666667,92.6,8.42
4677,B4,9,2006,9/11/2006,0,Bonne,23.03,38.44,94.7333333333333,8.15666666666667
4678,B5,9,2006,9/11/2006,0,Bonne,22.96,38.5033333333333,75.5666666666667,8.14333333333333
4679,B6,9,2006,9/11/2006,10,Bonne,23.0866666666667,38.53,74.1,8.12666666666667
4689,B1,9,2006,9/18/2006,21,Bonne,22.1633333333333,38.0866666666667,85,8.23333333333333
4690,B2,9,2006,9/18/2006,10,Bonne,22.1166666666667,38.06,76.6333333333333,8.70333333333333
4691,B3,9,2006,9/18/2006,10,Bonne,22.19,38.11,84.1,8.24666666666667
4693,B4,9,2006,9/18/2006,32,Bonne,22.1166666666667,38.0733333333333,85.2666666666667,8.35666666666667
4694,B5,9,2006,9/18/2006,0,Bonne,22.0466666666667,38.07,76.5333333333333,8.22333333333333
4695,B6,9,2006,9/18/2006,10,Bonne,22.19,38.1233333333333,78.1333333333333,8.24333333333333
4705,B1,9,2006,9/27/2006,21,Bonne,22.03,38.18,86.9,7.85
4706,B2,9,2006,9/27/2006,32,Bonne,22.01,38.16,76,7.76
4707,B3,9,2006,9/27/2006,10,Bonne,22,38.15,82.2,7.79
4709,B4,9,2006,9/27/2006,0,Bonne,21.93,38.2,83.5,7.8
4710,B5,9,2006,9/27/2006,10,Bonne,21.95,38.14,76.1,7.77
4711,B6,9,2006,9/27/2006,0,Bonne,21.95,38.13,73.1,7.7
4721,B1,10,2006,10/25/2006,53,Bonne,20.4766666666667,38.3233333333333,98.9,8.13333333333333
4722,B2,10,2006,10/25/2006,65,Bonne,20.24,38.5566666666667,88.2333333333333,8.09666666666667
4723,B3,10,2006,10/25/2006,0,Bonne,20.3633333333333,38.55,91.1,8.11
4725,B4,10,2006,10/25/2006,0,Bonne,20.3733333333333,38.5666666666667,92.3,8.10666666666667
4726,B5,10,2006,10/25/2006,10,Bonne,20.1733333333333,38.5533333333333,84.4,8.07333333333333
4727,B6,10,2006,10/25/2006,0,Bonne,20.2033333333333,38.5433333333333,83.8,8.1
4737,B1,11,2006,11/13/2006,10,Bonne,19.3,38.33,98.6,8.2
4738,B2,11,2006,11/13/2006,0,Bonne,19.1,38.54,92.7,8.15
4739,B3,11,2006,11/13/2006,0,Bonne,19.04,38.44,94.6,8.15
4741,B4,11,2006,11/13/2006,0,Bonne,19.21,38.52,97,8.2
4742,B5,11,2006,11/13/2006,10,Bonne,18.89,38.49,97.1,8.14
4743,B6,11,2006,11/13/2006,0,Bonne,19.09,38.47,92.4,8.16
4753,B1,12,2006,12/18/2006,32,Bonne,16.9,38.24,98,6.59
4754,B2,12,2006,12/18/2006,0,Bonne,16.96,38.22,96.9,6.8
4755,B3,12,2006,12/18/2006,0,Bonne,16.72,38.1,96.5,7.35
4757,B4,12,2006,12/18/2006,10,Bonne,17,38.17,85.3,7.05
4758,B5,12,2006,12/18/2006,0,Bonne,16.8,38.2,95.7,7.01
4759,B6,12,2006,12/18/2006,0,Bonne,16.68,38.11,98.2,7.1
4769,B1,1,2007,1/15/2007,32,Bonne,15.29,38.1933333333333,87.7333333333334,8.10333333333333
4770,B2,1,2007,1/15/2007,0,Bonne,15.22,38.19,85.6,8.09
4771,B3,1,2007,1/15/2007,0,Bonne,15.2166666666667,38.1633333333333,85.7666666666666,8.09
4773,B4,1,2007,1/15/2007,21,Bonne,15.54,38.2933333333333,94.4333333333333,8.15666666666667
4774,B5,1,2007,1/15/2007,10,Bonne,15.0866666666667,38.1466666666667,89.9,8.08666666666667
4775,B6,1,2007,1/15/2007,10,Bonne,15.2066666666667,38.2133333333333,88.2333333333333,8.11
4785,B1,,2007,,,,,,,
4786,B2,,2007,,,,,,,
4787,B3,,2007,,,,,,,
4789,B4,,2007,,,,,,,
4790,B5,,2007,,,,,,,
4791,B6,,2007,,,,,,,
4801,B1,,2007,,,,,,,
4802,B2,,2007,,,,,,,
4803,B3,,2007,,,,,,,
4805,B4,,2007,,,,,,,
4806,B5,,2007,,,,,,,
4807,B6,,2007,,,,,,,
4817,B1,4,2007,4/23/2007,10,Bonne,17.44,37.5,104.933333333333,8.09666666666667
4818,B2,4,2007,4/23/2007,0,Bonne,17.42,37.5466666666667,95.9666666666667,8.07
4819,B3,4,2007,4/23/2007,10,Bonne,17.2966666666667,37.3733333333333,97.4666666666667,8.07666666666667
4821,B4,4,2007,4/23/2007,0,Bonne,17.6233333333333,37.4233333333333,109.7,8.10333333333333
4822,B5,4,2007,4/23/2007,0,Bonne,17.36,37.42,104.8,8.1
4823,B6,4,2007,4/23/2007,0,Bonne,17.52,37.325,104.7,8.095
4833,B1,5,2007,5/2/2007,288,Moyenne,18.95,37.4333333333333,86.2,8.05
4834,B2,5,2007,5/2/2007,0,Bonne,19.1233333333333,37.5833333333333,79,8.04333333333333
4835,B3,5,2007,5/2/2007,0,Bonne,18.9066666666667,37.5233333333333,97.4666666666667,8.09333333333333
4837,B4,5,2007,5/2/2007,0,Bonne,18.8633333333333,37.57,90.1333333333333,8.06
4838,B5,5,2007,5/2/2007,0,Bonne,19,37.6166666666667,86.3666666666667,8.06666666666667
4839,B6,5,2007,5/2/2007,0,Bonne,18.9866666666667,37.5933333333333,94.9666666666667,8.08
4849,B1,5,2007,5/7/2007,10,Bonne,17.9466666666667,37.5133333333333,107.066666666667,8.11666666666667
4850,B2,5,2007,5/7/2007,0,Bonne,18.08,37.53,93.7666666666667,8.08
4851,B3,5,2007,5/7/2007,0,Bonne,18.1466666666667,37.5133333333333,104.066666666667,8.11
4853,B4,5,2007,5/7/2007,0,Bonne,17.9433333333333,37.5333333333333,109.533333333333,8.13
4854,B5,5,2007,5/7/2007,0,Bonne,18.0633333333333,37.5666666666667,101.533333333333,8.1
4855,B6,5,2007,5/7/2007,0,Bonne,18.1033333333333,37.5866666666667,96.9,8.08
4865,B1,5,2007,5/14/2007,0,Bonne,20.5366666666667,37.45,82.8,8.01666666666667
4866,B2,5,2007,5/14/2007,10,Bonne,20.74,37.48,64.4,7.95
4867,B3,5,2007,5/14/2007,0,Bonne,20.5966666666667,37.5133333333333,81.3666666666667,8.02
4869,B4,5,2007,5/14/2007,0,Bonne,20.5333333333333,37.5233333333333,83.1,8.01666666666667
4870,B5,5,2007,5/14/2007,10,Bonne,20.6066666666667,37.5133333333333,77.4,8.01
4871,B6,5,2007,5/14/2007,0,Bonne,20.6133333333333,37.54,78.4333333333333,8.01333333333333
4881,B1,5,2007,5/21/2007,53,Bonne,20.2,37.2866666666667,89.3333333333333,8.07
4882,B2,5,2007,5/21/2007,0,Bonne,20.43,37.56,78.8333333333333,8.04
4883,B3,5,2007,5/21/2007,0,Bonne,20.2833333333333,37.3133333333333,84.2,8.05
4885,B4,5,2007,5/21/2007,87,Bonne,20.2366666666667,37.42,92.9666666666667,8.09
4886,B5,5,2007,5/21/2007,0,Bonne,20.4966666666667,37.35,90.3666666666667,8.08
4887,B6,5,2007,5/21/2007,0,Bonne,20.3366666666667,37.3433333333333,86.1666666666667,8.07666666666667
4897,B1,5,2007,5/29/2007,0,Bonne,17.54,37.86,102.3,8.09
4898,B2,5,2007,5/29/2007,0,Bonne,17.52,37.87,103.2,8.11
4899,B3,5,2007,5/29/2007,0,Bonne,17.34,37.84,101,8.1
4901,B4,5,2007,5/29/2007,0,Bonne,17.38,37.86,107.1,8.07
4902,B5,5,2007,5/29/2007,10,Bonne,17.32,37.89,107.3,8.1
4903,B6,5,2007,5/29/2007,0,Bonne,17.39,37.87,101.1,8.08
4913,B1,6,2007,6/4/2007,53,Bonne,19.5066666666667,37.81,88.5333333333334,8.04666666666667
4914,B2,6,2007,6/4/2007,10,Bonne,19.66,37.82,89.2,8.06
4915,B3,6,2007,6/4/2007,21,Bonne,19.6066666666667,37.5333333333333,95.4666666666667,8.07
4917,B4,6,2007,6/4/2007,10,Bonne,19.4766666666667,37.8366666666667,85.2,8.02333333333333
4918,B5,6,2007,6/4/2007,0,Bonne,19.5166666666667,37.8033333333333,96.0333333333334,8.07
4919,B6,6,2007,6/4/2007,0,Bonne,19.61,37.84,85.1333333333333,8.03333333333333
4929,B1,6,2007,6/11/2007,0,Bonne,21.3666666666667,37.1033333333333,91.2,8.07333333333333
4930,B2,6,2007,6/11/2007,0,Bonne,21.8433333333333,37.1233333333333,88.3666666666667,8.07
4931,B3,6,2007,6/11/2007,0,Bonne,21.4966666666667,37.0166666666667,87.4,8.06666666666667
4933,B4,6,2007,6/11/2007,0,Bonne,21.36,37.1433333333333,96.1,8.09
4934,B5,6,2007,6/11/2007,0,Bonne,21.45,37.1833333333333,92.1666666666667,8.07666666666667
4935,B6,6,2007,6/11/2007,0,Bonne,21.5333333333333,37.0566666666667,94.9666666666667,8.08666666666667
4945,B1,6,2007,6/18/2007,0,Bonne,21.25,37.48,93.1,8.01
4946,B2,6,2007,6/18/2007,0,Bonne,21.5,37.55,79.1,7.96
4947,B3,6,2007,6/18/2007,0,Bonne,21.38,37.45,92.1,8.01
4949,B4,6,2007,6/18/2007,0,Bonne,21.15,37.56,98.7,8.03
4950,B5,6,2007,6/18/2007,0,Bonne,21.28,37.56,93.1,8.01
4951,B6,6,2007,6/18/2007,0,Bonne,21.23,37.58,82,7.98
4961,B1,6,2007,6/25/2007,0,Bonne,21.8566666666667,37.87,90.2333333333334,8
4962,B2,6,2007,6/25/2007,10,Bonne,22.0066666666667,37.8533333333333,86.9333333333333,7.98
4963,B3,6,2007,6/25/2007,10,Bonne,21.93,37.8666666666667,85.9666666666667,7.99
4965,B4,6,2007,6/25/2007,0,Bonne,21.82,37.86,88.8333333333333,8.00666666666667
4966,B5,6,2007,6/25/2007,0,Bonne,21.9033333333333,37.87,84.3666666666667,7.98
4967,B6,6,2007,6/25/2007,0,Bonne,21.9666666666667,37.8766666666667,80.2666666666667,7.97
4977,B1,7,2007,7/2/2007,0,Bonne,22.53,37.7066666666667,103.166666666667,8.08333333333333
4978,B2,7,2007,7/2/2007,0,Bonne,22.6333333333333,37.6766666666667,103.333333333333,8.07666666666667
4979,B3,7,2007,7/2/2007,10,Bonne,22.56,37.6775,101.75,8.0025
4981,B4,7,2007,7/2/2007,0,Bonne,22.61,37.8,99.1333333333333,8.09
4982,B5,7,2007,7/2/2007,0,Bonne,22.61,37.8266666666667,92.4666666666667,8.08
4983,B6,7,2007,7/2/2007,0,Bonne,22.6225,37.7675,99.875,8.1
4993,B1,7,2007,7/9/2007,0,Bonne,22.29,37.9499999,,8.09
4994,B2,7,2007,7/9/2007,0,Bonne,22.38,37.93,,8.06
4995,B3,7,2007,7/9/2007,0,Bonne,22.14,38.2,,7.91
4997,B4,7,2007,7/9/2007,0,Bonne,22.23,37.92,,8.06
4998,B5,7,2007,7/9/2007,0,Bonne,22.37,37.91,,8.12
4999,B6,7,2007,7/9/2007,0,Bonne,22.46,37.96,,8.08
5009,B1,7,2007,7/16/2007,0,Bonne,22.8533333333333,37.64,86.2666666666667,8.06333333333333
5010,B2,7,2007,7/16/2007,21,Bonne,23.1733333333333,37.72,85.8333333333333,8.05
5011,B3,7,2007,7/16/2007,0,Bonne,23.2266666666667,37.76,84.7,8.05333333333333
5013,B4,7,2007,7/16/2007,0,Bonne,23.0266666666667,37.71,90.1333333333333,8.05333333333333
5014,B5,7,2007,7/16/2007,0,Bonne,23.14,37.72,81.9666666666667,8.04333333333333
5015,B6,7,2007,7/16/2007,0,Bonne,23.11,37.74,89.2666666666667,8.05
5025,B1,7,2007,7/23/2007,0,Bonne,23.81,38.0066666666667,96.8,8.13
5026,B2,7,2007,7/23/2007,0,Bonne,23.9833333333333,37.9833333333333,92.4,8.12333333333333
5027,B3,7,2007,7/23/2007,0,Bonne,23.9366666666667,38.1033333333333,91.5666666666667,8.12
5029,B4,7,2007,7/23/2007,0,Bonne,23.94,38.0866666666667,99.4333333333333,8.15
5030,B5,7,2007,7/23/2007,0,Bonne,24.02,38.1,96.3666666666667,8.14666666666667
5031,B6,7,2007,7/23/2007,0,Bonne,23.9466666666667,38.0933333333333,87.6666666666667,8.10333333333333
5041,B1,7,2007,7/30/2007,0,Bonne,24.94,37.83,86.8,8.05
5042,B2,7,2007,7/30/2007,0,Bonne,24.92,37.9,84.4333333333333,8.05
5043,B3,7,2007,7/30/2007,0,Bonne,25.02,37.9266666666667,88.8,8.05333333333333
5045,B4,7,2007,7/30/2007,0,Bonne,25.0466666666667,37.7933333333333,94.1,8.07333333333333
5046,B5,7,2007,7/30/2007,0,Bonne,24.9566666666667,37.94,85.6333333333333,8.05
5047,B6,7,2007,7/30/2007,10,Bonne,25.2425,37.92,79.175,8.025
5057,B1,8,2007,8/6/2007,0,Bonne,25.3266666666667,38.0366666666667,88.2666666666666,
5058,B2,8,2007,8/6/2007,0,Bonne,25.34,38.03,67.1,
5059,B3,8,2007,8/6/2007,10,Bonne,25.42,38.04,71.8,
5061,B4,8,2007,8/6/2007,0,Bonne,25.3466666666667,38.0266666666667,82.8,
5062,B5,8,2007,8/6/2007,10,Bonne,25.4666666666667,38.0133333333333,80.3,
5063,B6,8,2007,8/6/2007,0,Bonne,25.4666666666667,38.0166666666667,63.9333333333333,
5073,B1,8,2007,8/13/2007,21,Bonne,23.03,38.0933333333333,90.6333333333333,8.10666666666667
5074,B2,8,2007,8/13/2007,182,Moyenne,23.2925,38.1425,72.95,8.095
5075,B3,8,2007,8/13/2007,0,Bonne,23.15,38.1475,85,8.1425
5077,B4,8,2007,8/13/2007,10,Bonne,23.085,38.09,91.2,8.23
5078,B5,8,2007,8/13/2007,0,Bonne,23.1833333333333,38.16,81.0666666666667,8.36333333333334
5079,B6,8,2007,8/13/2007,470,Moyenne,23.1875,38.13,80.475,8.255
5089,B1,8,2007,8/20/2007,0,Bonne,23.4866666666667,38.2333333333333,89.5666666666667,8.18333333333333
5090,B2,8,2007,8/20/2007,10,Bonne,23.5466666666667,38.2466666666667,83.6,8.19333333333333
5091,B3,8,2007,8/20/2007,0,Bonne,23.4933333333333,38.29,91.8,8.28666666666667
5093,B4,8,2007,8/20/2007,0,Bonne,23.53,38.1333333333333,94.5333333333334,8.36
5094,B5,8,2007,8/20/2007,10,Bonne,23.42,38.3166666666667,76.8333333333333,8.20333333333333
5095,B6,8,2007,8/20/2007,0,Bonne,23.52,38.1866666666667,87.7666666666667,8.29666666666667
5105,B1,8,2007,8/27/2007,0,Bonne,23.67,38.1066666666667,82.1666666666667,6.34666666666667
5106,B2,8,2007,8/27/2007,21,Bonne,23.6125,38.0925,70.1,7.135
5107,B3,8,2007,8/27/2007,0,Bonne,23.8433333333333,38.1066666666667,82.2,6.86666666666667
5109,B4,8,2007,8/27/2007,10,Bonne,23.815,38.1075,75.55,6.4575
5110,B5,8,2007,8/27/2007,0,Bonne,23.81,38.1,76.8333333333333,7.03
5111,B6,8,2007,8/27/2007,10,Bonne,23.8966666666667,38.1,75.8333333333333,6.05333333333333
5121,B1,9,2007,9/3/2007,0,Bonne,23.5633333333333,37.9266666666667,90.6666666666667,4.51333333333333
5122,B2,9,2007,9/3/2007,0,Bonne,23.6066666666667,37.98,72.4,7.51666666666667
5123,B3,9,2007,9/3/2007,10,Bonne,23.7466666666667,38.0033333333333,84.8666666666667,3.81666666666667
5125,B4,9,2007,9/3/2007,0,Bonne,23.61,38.0233333333333,91.6666666666667,5.38333333333333
5126,B5,9,2007,9/3/2007,0,Bonne,23.7,38.04,87.8,7.72333333333333
